Chr	Start	End	Name	Null	Strand	ExcludedBases	Coverage	IntronDepth	IntronDepth25Percentile	IntronDepth50Percentile	IntronDepth75Percentile	ExonToIntronReadsLeft	ExonToIntronReadsRight	IntronDepthFirst50bp	IntronDepthLast50bp	SpliceLeft	SpliceRight	SpliceExact	IRratio	Warnings	sample
chr9	35384314	35385723	UNC13B	0	+	10	1	11.1996	9	11	14	12	3	10.85	5	10	10	10	0.528294	NonUniformIntronCover	CGND-HRA-00111
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00112
chr9	35384314	35385723	UNC13B	0	+	10	1	11.016	8	11	13	10	8	10	5.85	60	60	60	0.15512	-	CGND-HRA-00112
chr19	17627940	17629239	UNC13A	0	-	10	1	24.9749	18	25	33	23	38	19.95	29.25	216	188	188	0.103641	NonUniformIntronCover	CGND-HRA-00115
chr9	35384314	35385723	UNC13B	0	+	10	1	16.9269	14	17	22	27	15	25.9	14.35	21	21	21	0.446304	NonUniformIntronCover	CGND-HRA-00115
chr19	17627940	17629239	UNC13A	0	-	10	1	15.4139	10	16	21	16	17	16.9	16	51	48	48	0.232089	-	CGND-HRA-00118
chr9	35384314	35385723	UNC13B	0	+	10	1	13.8021	12	14	16	17	4	15.85	3.65	9	9	9	0.6053	NonUniformIntronCover	CGND-HRA-00118
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00120
chr9	35384314	35385723	UNC13B	0	+	10	0.741959	3.58467	0	3	7	6	6	6.45	5.9	9	8	8	0.284844	NonUniformIntronCover	CGND-HRA-00120
chr19	17627940	17629239	UNC13A	0	-	10	1	19.2515	8	20	27	5	10	5.8	11	15	10	10	0.562062	MinorIsoform	CGND-HRA-00121
chr9	35384314	35385723	UNC13B	0	+	10	1	8.58289	7	9	10	7	4	5.1	5.1	5	5	5	0.63189	NonUniformIntronCover	CGND-HRA-00121
chr19	17627940	17629239	UNC13A	0	-	10	1	23.7485	16	25	29	19	20	19.5	16.85	132	120	120	0.15248	-	CGND-HRA-00124
chr9	35384314	35385723	UNC13B	0	+	10	1	15.7986	13	16	18	22	9	25.85	9.2	8	8	8	0.663845	NonUniformIntronCover	CGND-HRA-00124
chr19	17627940	17629239	UNC13A	0	-	10	1	21.7795	15	22	27	13	37	16.5	32.1	31	28	28	0.412651	NonUniformIntronCover	CGND-HRA-00125
chr9	35384314	35385723	UNC13B	0	+	10	1	14.6934	12	15	17	22	11	20.8	12.35	3	3	3	0.830445	LowSplicing	CGND-HRA-00125
chr19	17627940	17629239	UNC13A	0	-	10	1	21.9072	13	22	31	15	15	13.45	13.2	59	49	49	0.270769	-	CGND-HRA-00126
chr9	35384314	35385723	UNC13B	0	+	10	1	11.4385	9	11	14	11	4	10.15	6	7	7	7	0.62036	NonUniformIntronCover	CGND-HRA-00126
chr19	17627940	17629239	UNC13A	0	-	10	1	22.0619	15	22	30	14	25	13.2	26.8	60	53	53	0.268845	NonUniformIntronCover	CGND-HRA-00128
chr9	35384314	35385723	UNC13B	0	+	10	1	15.6988	13	16	18	17	14	14.1	14.65	21	19	18	0.427773	-	CGND-HRA-00128
chr19	17627940	17629239	UNC13A	0	-	10	1	23.8723	15	24	36	25	25	17.3	24.85	177	148	148	0.118843	-	CGND-HRA-00129
chr9	35384314	35385723	UNC13B	0	+	10	1	13.861	11	14	16	10	10	9.45	11.55	40	40	40	0.257347	-	CGND-HRA-00129
chr19	17627940	17629239	UNC13A	0	-	10	1	24.2147	16	24	43	17	18	18.7	17.85	40	36	36	0.37709	-	CGND-HRA-00130
chr9	35384314	35385723	UNC13B	0	+	10	1	11.7094	9	12	14	20	3	16.3	4	3	3	3	0.796049	LowSplicing	CGND-HRA-00130
chr19	17627940	17629239	UNC13A	0	-	10	1	31.646	23	32	38	38	53	35.45	51.55	176	157	157	0.152404	NonUniformIntronCover	CGND-HRA-00131
chr9	35384314	35385723	UNC13B	0	+	10	1	11.5936	9	11	16	30	18	26.75	16.25	16	16	16	0.420155	NonUniformIntronCover	CGND-HRA-00131
chr19	17627940	17629239	UNC13A	0	-	10	0.976726	2.65957	2	3	4	1	8	1.4	6.5	6	6	6	0.307125	LowCover	CGND-HRA-00132
chr9	35384314	35385723	UNC13B	0	+	10	1	16.6203	12	17	21	40	16	36.2	19.55	11	11	11	0.601742	NonUniformIntronCover	CGND-HRA-00132
chr19	17627940	17629239	UNC13A	0	-	10	1	19.1954	13	20	24	11	13	11.85	13.55	138	118	118	0.122111	NonUniformIntronCover	CGND-HRA-00134
chr9	35384314	35385723	UNC13B	0	+	10	1	17.0107	11	17	20	10	14	10.35	12.35	17	17	17	0.500157	NonUniformIntronCover	CGND-HRA-00134
chr19	17627940	17629239	UNC13A	0	-	10	0.94104	8.4913	4	8	14	7	14	4.65	12.7	233	212	212	0.0351619	NonUniformIntronCover	CGND-HRA-00139
chr9	35384314	35385723	UNC13B	0	+	10	1	18.2834	15	18	21	17	18	12.35	18.25	48	48	48	0.275837	-	CGND-HRA-00139
chr19	17627940	17629239	UNC13A	0	-	10	1	17.6248	11	18	23	21	34	18.3	34.5	32	27	27	0.355161	NonUniformIntronCover	CGND-HRA-00140
chr9	35384314	35385723	UNC13B	0	+	10	0.967119	4.40463	3	4	7	10	9	10.25	8.6	25	25	24	0.149794	NonUniformIntronCover	CGND-HRA-00140
chr19	17627940	17629239	UNC13A	0	-	10	1	37.8279	24	38	55	57	68	53.4	61.55	29	29	29	0.566049	NonUniformIntronCover	CGND-HRA-00141
chr9	35384314	35385723	UNC13B	0	+	10	1	11.9733	8	12	17	44	8	21.55	8	8	8	8	0.599465	NonUniformIntronCover	CGND-HRA-00141
chr19	17627940	17629239	UNC13A	0	-	10	1	3.80077	3	4	5	7	5	8.25	4.9	10	9	9	0.275403	NonUniformIntronCover	CGND-HRA-00142
chr9	35384314	35385723	UNC13B	0	+	10	0.997141	5.86809	4	6	8	16	6	12.85	6.25	2	2	2	0.745809	LowCover	CGND-HRA-00142
chr19	17627940	17629239	UNC13A	0	-	10	1	22.4932	16	23	30	11	10	11.45	13	64	57	57	0.260058	NonUniformIntronCover	CGND-HRA-00143
chr9	35384314	35385723	UNC13B	0	+	10	1	8.29768	6	8	10	7	6	8	6.95	10	10	10	0.453483	-	CGND-HRA-00143
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00145
chr9	35384314	35385723	UNC13B	0	+	10	0.969979	5.09982	3	5	7	4	10	7.8	6.75	18	18	18	0.220773	NonUniformIntronCover	CGND-HRA-00145
chr19	17627940	17629239	UNC13A	0	-	10	1	39.4952	20	39	68	40	68	38.35	65	109	97	97	0.265969	NonUniformIntronCover	CGND-HRA-00147
chr9	35384314	35385723	UNC13B	0	+	10	0.987848	15.8592	10	16	25	81	16	68.9	17.8	13	13	13	0.549537	NonUniformIntronCover	CGND-HRA-00147
chr19	17627940	17629239	UNC13A	0	-	10	1	15.3888	5	15	29	21	20	11.8	15.7	290	257	257	0.0503908	-	CGND-HRA-00148
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2389	9	11	14	23	10	17.65	10	26	26	26	0.301805	NonUniformIntronCover	CGND-HRA-00148
chr19	17627940	17629239	UNC13A	0	-	10	1	12.9594	6	14	18	5	19	4	18.8	335	291	291	0.0372439	NonUniformIntronCover	CGND-HRA-00149
chr9	35384314	35385723	UNC13B	0	+	10	1	22.7968	19	22	27	23	20	17.3	22.5	34	34	34	0.401375	-	CGND-HRA-00149
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00150
chr9	35384314	35385723	UNC13B	0	+	10	1	4.59715	3	5	6	5	8	4.2	7	16	16	16	0.223193	NonUniformIntronCover	CGND-HRA-00150
chr19	17627940	17629239	UNC13A	0	-	10	1	28.0754	20	28	38	18	17	15.45	19.15	34	26	26	0.452279	NonUniformIntronCover	CGND-HRA-00151
chr9	35384314	35385723	UNC13B	0	+	10	1	11.025	8	11	14	11	2	5.65	4	13	13	13	0.458896	NonUniformIntronCover	CGND-HRA-00151
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	1	1	1	0	LowCover	CGND-HRA-00152
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2353	7	11	14	11	16	17.35	14.35	21	21	21	0.34854	-	CGND-HRA-00152
chr19	17627940	17629239	UNC13A	0	-	10	0.193949	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00153
chr9	35384314	35385723	UNC13B	0	+	10	1	6.80927	5	7	9	11	10	6.3	11.95	36	36	36	0.159061	NonUniformIntronCover	CGND-HRA-00153
chr19	17627940	17629239	UNC13A	0	-	10	1	12.5164	8	12	18	6	6	5.05	9.65	73	60	60	0.146363	NonUniformIntronCover	CGND-HRA-00154
chr9	35384314	35385723	UNC13B	0	+	10	1	9.7148	8	10	11	10	6	10	6.15	14	14	14	0.409651	NonUniformIntronCover	CGND-HRA-00154
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00155
chr9	35384314	35385723	UNC13B	0	+	10	1	11.2014	10	11	13	15	14	12.55	12.55	12	12	12	0.48279	-	CGND-HRA-00155
chr19	17627940	17629239	UNC13A	0	-	10	1	41.3694	21	38	76	33	44	27.05	50.95	19	15	15	0.685271	-	CGND-HRA-00156
chr9	35384314	35385723	UNC13B	0	+	10	1	7.77005	6	8	11	9	7	6.4	7	16	16	16	0.326884	-	CGND-HRA-00156
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00157
chr9	35384314	35385723	UNC13B	0	+	10	0.997141	3.95722	3	4	6	5	4	2.7	4	16	16	16	0.198285	-	CGND-HRA-00157
chr19	17627940	17629239	UNC13A	0	-	10	1	21.0754	10	22	30	2	11	3	12.4	27	26	26	0.438383	NonUniformIntronCover	CGND-HRA-00159
chr9	35384314	35385723	UNC13B	0	+	10	1	9.75758	7	10	12	11	2	12.5	2	5	5	5	0.661191	NonUniformIntronCover	CGND-HRA-00159
chr19	17627940	17629239	UNC13A	0	-	10	1	30.9594	17	34	46	13	33	11	36.85	90	72	72	0.255949	NonUniformIntronCover	CGND-HRA-00160
chr9	35384314	35385723	UNC13B	0	+	10	1	18.7094	13	19	23	15	20	11	22.55	18	18	18	0.509663	-	CGND-HRA-00160
chr19	17627940	17629239	UNC13A	0	-	10	0.118697	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00163
chr9	35384314	35385723	UNC13B	0	+	10	0.899929	1.83066	1	2	6	22	1	13	4.05	0	0	0	1	LowCover	CGND-HRA-00163
chr19	17627940	17629239	UNC13A	0	-	10	1	16.5861	6	16	25	8	15	5	14.6	40	35	35	0.293112	NonUniformIntronCover	CGND-HRA-00166
chr9	35384314	35385723	UNC13B	0	+	10	1	8.28342	6	8	11	9	4	3.15	4.85	13	13	13	0.389196	NonUniformIntronCover	CGND-HRA-00166
chr19	17627940	17629239	UNC13A	0	-	10	1	37.352	21	38	45	27	28	24.05	30.6	35	32	32	0.516254	-	CGND-HRA-00168
chr9	35384314	35385723	UNC13B	0	+	10	1	13.164	11	13	16	11	10	13	10.75	10	10	10	0.568295	-	CGND-HRA-00168
chr19	17627940	17629239	UNC13A	0	-	10	1	17.1277	8	17	30	8	16	5.35	17	27	18	18	0.388139	MinorIsoform	CGND-HRA-00169
chr9	35384314	35385723	UNC13B	0	+	10	1	6.57219	5	7	9	4	7	4.9	7.25	15	15	15	0.30466	NonUniformIntronCover	CGND-HRA-00169
chr19	17627940	17629239	UNC13A	0	-	10	1	10.0793	6	10	17	7	10	6.6	11.4	44	34	34	0.18638	-	CGND-HRA-00170
chr9	35384314	35385723	UNC13B	0	+	10	1	10.4617	8	11	12	11	6	11.3	5.5	16	16	16	0.395352	NonUniformIntronCover	CGND-HRA-00170
chr19	17627940	17629239	UNC13A	0	-	10	0.162917	0	0	0	0	0	1	0	1	1	1	1	0.140093	LowCover	CGND-HRA-00171
chr9	35384314	35385723	UNC13B	0	+	10	1	12.18	10	12	15	12	15	7.8	14.25	22	22	22	0.356349	-	CGND-HRA-00171
chr19	17627940	17629239	UNC13A	0	-	10	0.0209465	0	0	0	0	1	0	0.6	0	0	0	0	0	LowCover	CGND-HRA-00173
chr9	35384314	35385723	UNC13B	0	+	10	1	10.1337	7	10	13	18	15	16.85	12.2	19	19	19	0.347834	NonUniformIntronCover	CGND-HRA-00173
chr19	17627940	17629239	UNC13A	0	-	10	0.532196	1.05029	0	1	3	5	3	3.5	2	7	7	7	0.130466	LowCover	CGND-HRA-00174
chr9	35384314	35385723	UNC13B	0	+	10	0.996426	6.55258	4	7	9	16	7	9.25	7.05	15	15	15	0.304028	NonUniformIntronCover	CGND-HRA-00174
chr19	17627940	17629239	UNC13A	0	-	10	1	20.853	11	21	29	21	45	23.8	42	11	7	7	0.654664	MinorIsoform	CGND-HRA-00175
chr9	35384314	35385723	UNC13B	0	+	10	1	11.8021	9	12	15	8	11	8.85	10.3	19	18	18	0.38316	-	CGND-HRA-00175
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00176
chr9	35384314	35385723	UNC13B	0	+	10	1	7.96613	6	8	10	8	5	6.9	9.75	13	13	13	0.379952	NonUniformIntronCover	CGND-HRA-00176
chr19	17627940	17629239	UNC13A	0	-	10	1	15.5493	9	15	22	7	10	5.45	8.55	33	29	29	0.320279	NonUniformIntronCover	CGND-HRA-00179
chr9	35384314	35385723	UNC13B	0	+	10	1	9.57398	8	9	13	17	8	12.15	8	5	5	5	0.656923	NonUniformIntronCover	CGND-HRA-00179
chr19	17627940	17629239	UNC13A	0	-	10	1	20.6712	14	20	30	19	38	20.15	41.05	33	26	26	0.385145	NonUniformIntronCover	CGND-HRA-00182
chr9	35384314	35385723	UNC13B	0	+	10	1	6.06417	4	6	8	9	6	6.75	5.3	6	6	6	0.50266	-	CGND-HRA-00182
chr19	17627940	17629239	UNC13A	0	-	10	1	24.9091	17	24	32	14	22	11.5	23.8	44	38	38	0.361478	NonUniformIntronCover	CGND-HRA-00183
chr9	35384314	35385723	UNC13B	0	+	10	1	11.0784	8	11	16	18	4	14.6	6	6	6	6	0.64868	NonUniformIntronCover	CGND-HRA-00183
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00188
chr9	35384314	35385723	UNC13B	0	+	10	1	22.6132	18	22	29	32	17	24.9	21.2	21	21	21	0.518494	-	CGND-HRA-00188
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00190
chr9	35384314	35385723	UNC13B	0	+	10	1	4.77897	3	5	6	5	1	5.35	3	8	8	8	0.373971	NonUniformIntronCover	CGND-HRA-00190
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00191
chr9	35384314	35385723	UNC13B	0	+	10	1	4.01961	3	4	6	9	4	8.3	5	11	11	11	0.267624	NonUniformIntronCover	CGND-HRA-00191
chr19	17627940	17629239	UNC13A	0	-	10	1	25.5687	16	28	34	15	18	13.1	18.05	196	173	173	0.115398	NonUniformIntronCover	CGND-HRA-00193
chr9	35384314	35385723	UNC13B	0	+	10	1	18.1996	15	18	22	25	11	20.85	10.35	27	27	27	0.40265	NonUniformIntronCover	CGND-HRA-00193
chr19	17627940	17629239	UNC13A	0	-	10	0.996897	8.67118	6	8	14	10	8	9.95	8	29	26	26	0.230181	-	CGND-HRA-00194
chr9	35384314	35385723	UNC13B	0	+	10	1	7.03209	5	7	9	10	9	7.95	9.25	3	3	3	0.700959	LowSplicing	CGND-HRA-00194
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00195
chr9	35384314	35385723	UNC13B	0	+	10	1	7.17647	6	7	9	7	2	7.2	2.5	18	18	18	0.285047	NonUniformIntronCover	CGND-HRA-00195
chr19	17627940	17629239	UNC13A	0	-	10	1	8.0735	6	8	13	5	7	6.9	6	45	37	37	0.152119	NonUniformIntronCover	CGND-HRA-00196
chr9	35384314	35385723	UNC13B	0	+	10	1	8.84848	7	9	11	14	5	15.35	5.6	6	6	5	0.595918	NonUniformIntronCover	CGND-HRA-00196
chr19	17627940	17629239	UNC13A	0	-	10	1	11.5416	6	12	21	7	14	5.8	14	34	33	33	0.25343	NonUniformIntronCover	CGND-HRA-00197
chr9	35384314	35385723	UNC13B	0	+	10	1	14.3066	12	14	18	15	6	15	7.75	7	7	7	0.671463	NonUniformIntronCover	CGND-HRA-00197
chr19	17627940	17629239	UNC13A	0	-	10	0	0	0	0	0	0	0	0	0	0	0	0	0	LowCover	CGND-HRA-00198
chr9	35384314	35385723	UNC13B	0	+	10	1	4.97683	4	5	6	8	5	6.45	5	26	26	26	0.160663	NonUniformIntronCover	CGND-HRA-00198
chr19	17627940	17629239	UNC13A	0	-	10	0.318852	0.0483559	0	0	1	0	1	0	1	0	0	0	1	LowCover	CGND-HRA-00199
chr9	35384314	35385723	UNC13B	0	+	10	1	17.9323	15	18	20	12	9	17.55	11.85	60	60	60	0.230101	NonUniformIntronCover	CGND-HRA-00199
chr19	17627940	17629239	UNC13A	0	-	10	0.0116369	0	0	0	0	0	1	0	0	0	0	0	0	LowCover	CGND-HRA-00200
chr9	35384314	35385723	UNC13B	0	+	10	1	10.8948	8	11	15	24	10	19.05	8.85	12	12	12	0.475864	NonUniformIntronCover	CGND-HRA-00200
chr19	17627940	17629239	UNC13A	0	-	10	1	17.8395	12	16	28.5	26	29	23.6	30.75	38	32	32	0.319478	NonUniformIntronCover	CGND-HRA-00202
chr9	35384314	35385723	UNC13B	0	+	10	1	6.96257	6	7	8	10	3	8	3.35	7	7	7	0.49866	NonUniformIntronCover	CGND-HRA-00202
chr19	17627940	17629239	UNC13A	0	-	10	1	8.1412	6	8	10	7	7	6	6.4	34	30	30	0.193189	-	CGND-HRA-00203
chr9	35384314	35385723	UNC13B	0	+	10	1	8.99643	6	9	12	13	7	9.1	9	9	9	9	0.499901	-	CGND-HRA-00203
chr19	17627940	17629239	UNC13A	0	-	10	1	19.352	14	19	27	16	27	16.1	26.05	25	22	22	0.436328	-	CGND-HRA-00204
chr9	35384314	35385723	UNC13B	0	+	10	1	12.8378	10	12	18	8	16	11	16.05	11	11	11	0.538548	NonUniformIntronCover	CGND-HRA-00204
chr19	17627940	17629239	UNC13A	0	-	10	1	14.1219	6	14	20	5	20	5.35	19.15	22	19	19	0.39095	NonUniformIntronCover	CGND-HRA-00205
chr9	35384314	35385723	UNC13B	0	+	10	1	14.0178	11	14	17	7	7	9.8	7.15	12	12	12	0.538778	NonUniformIntronCover	CGND-HRA-00205
chr19	17627940	17629239	UNC13A	0	-	10	1	15.7679	12	16	19	7	15	7	15	67	61	61	0.190507	NonUniformIntronCover	CGND-HRA-00206
chr9	35384314	35385723	UNC13B	0	+	10	1	9.14439	7	9	12	10	3	12.4	3.7	15	15	15	0.378738	NonUniformIntronCover	CGND-HRA-00206
chr19	17627940	17629239	UNC13A	0	-	10	1	8.2882	5	8	14	3	6	3.5	7	18	14	14	0.315282	NonUniformIntronCover	CGND-HRA-00207
chr9	35384314	35385723	UNC13B	0	+	10	1	6.24777	4	6	8	10	6	9.1	7.45	3	3	3	0.675598	LowCover	CGND-HRA-00207
chr19	17627940	17629239	UNC13A	0	-	10	1	21.6944	17	21	27	7	23	7.65	23.35	52	47	47	0.294383	NonUniformIntronCover	CGND-HRA-00208
chr9	35384314	35385723	UNC13B	0	+	10	1	14.836	12	15	18	13	7	15.65	7.65	17	17	17	0.466013	NonUniformIntronCover	CGND-HRA-00208
chr19	17627940	17629239	UNC13A	0	-	10	0.983708	4.07544	2	4	6	4	6	8.15	6.15	164	150	150	0.0242477	-	CGND-HRA-00209
chr9	35384314	35385723	UNC13B	0	+	10	1	5.81462	4	6	8	3	4	6	4	14	14	14	0.293451	NonUniformIntronCover	CGND-HRA-00209
chr19	17627940	17629239	UNC13A	0	-	10	1	14.0155	10	14	25	10	25	9.1	22.75	204	187	187	0.0642866	NonUniformIntronCover	CGND-HRA-00210
chr9	35384314	35385723	UNC13B	0	+	10	1	18.1658	15	18	20	17	20	17.3	21.25	28	28	28	0.39349	-	CGND-HRA-00210
chr19	17627940	17629239	UNC13A	0	-	10	1	15.7505	8	16	20	7	15	5.55	15.75	225	196	196	0.0654224	NonUniformIntronCover	CGND-HRA-00211
chr9	35384314	35385723	UNC13B	0	+	10	1	20.8841	18	21	23	19	23	16	20.8	43	43	43	0.326906	-	CGND-HRA-00211
chr19	17627940	17629239	UNC13A	0	-	10	1	20.0774	8	20	37	18	18	10	16.4	305	261	261	0.0617618	-	CGND-HRA-00212
chr9	35384314	35385723	UNC13B	0	+	10	1	17.7986	15	18	21	17	15	17.45	19.3	28	28	28	0.388627	-	CGND-HRA-00212
chr19	17627940	17629239	UNC13A	0	-	10	1	19.8956	15	20	24	15	27	9.4	25.5	331	303	303	0.0566994	-	CGND-HRA-00213
chr9	35384314	35385723	UNC13B	0	+	10	1	26.3369	23	26	31	34	23	28.9	24.45	39	39	39	0.403094	-	CGND-HRA-00213
chr19	17627940	17629239	UNC13A	0	-	10	1	11.1605	9	11	14	7	9	7.2	10.95	239	220	220	0.0446135	NonUniformIntronCover	CGND-HRA-00214
chr9	35384314	35385723	UNC13B	0	+	10	1	15.8021	13	16	18	17	6	13.2	5	25	24	24	0.387287	NonUniformIntronCover	CGND-HRA-00214
chr19	17627940	17629239	UNC13A	0	-	10	0.993018	5.86074	4	6	8	9	6	6	5.95	128	112	112	0.0437823	NonUniformIntronCover	CGND-HRA-00215
chr9	35384314	35385723	UNC13B	0	+	10	1	8.1533	6	8	10	7	6	6.2	6.7	17	17	17	0.324144	-	CGND-HRA-00215
chr19	17627940	17629239	UNC13A	0	-	10	1	20.0716	12	18	36	10	26	12	24.85	216	190	190	0.0850232	NonUniformIntronCover	CGND-HRA-00216
chr9	35384314	35385723	UNC13B	0	+	10	1	23.2264	19	23	27	20	16	23.55	14	18	18	18	0.563386	-	CGND-HRA-00216
chr19	17627940	17629239	UNC13A	0	-	10	0.950349	3.78337	2	4	5	2	3	2	3	100	86	86	0.0364545	-	CGND-HRA-00217
chr9	35384314	35385723	UNC13B	0	+	10	1	7.17291	5	7	11	10	8	12.6	8.85	12	12	12	0.374117	-	CGND-HRA-00217
chr19	17627940	17629239	UNC13A	0	-	10	1	9.10251	5	9	12.5	9	3	8	2.8	268	237	237	0.0328489	NonUniformIntronCover	CGND-HRA-00218
chr9	35384314	35385723	UNC13B	0	+	10	1	11.7665	10	12	14	16	6	18	7.9	46	46	46	0.203691	NonUniformIntronCover	CGND-HRA-00218
chr19	17627940	17629239	UNC13A	0	-	10	1	13.8395	6	14	23	6	19	5.4	16.55	79	72	72	0.149069	NonUniformIntronCover	CGND-HRA-00219
chr9	35384314	35385723	UNC13B	0	+	10	1	18.5811	15	19	22	21	13	19.85	14.4	14	14	14	0.570303	-	CGND-HRA-00219
chr19	17627940	17629239	UNC13A	0	-	10	1	15.9807	10	17	22	16	17	15.65	18	276	243	243	0.0547319	-	CGND-HRA-00220
chr9	35384314	35385723	UNC13B	0	+	10	1	22.6399	20	23	25	29	19	28.1	20.85	32	32	32	0.414348	-	CGND-HRA-00220
chr19	17627940	17629239	UNC13A	0	-	10	0.981381	12.1528	5	13	16	5	12	2.7	13.9	196	174	174	0.0583841	NonUniformIntronCover	CGND-HRA-00221
chr9	35384314	35385723	UNC13B	0	+	10	1	14.467	12	14	17	18	15	16.85	9.05	21	21	21	0.407901	-	CGND-HRA-00221
chr19	17627940	17629239	UNC13A	0	-	10	1	10.4429	5	10	23	10	11	8.5	11.85	69	64	64	0.131452	-	CGND-HRA-00222
chr9	35384314	35385723	UNC13B	0	+	10	1	19.8021	16	20	23	27	13	29.55	18.2	20	19	19	0.497514	NonUniformIntronCover	CGND-HRA-00222
chr19	17627940	17629239	UNC13A	0	-	10	1	6.84913	4	7	9	3	6	3.2	8	178	156	156	0.0370525	NonUniformIntronCover	CGND-HRA-00223
chr9	35384314	35385723	UNC13B	0	+	10	1	17.8039	15	18	21	10	17	8.85	18.15	29	29	29	0.380394	NonUniformIntronCover	CGND-HRA-00223
chr19	17627940	17629239	UNC13A	0	-	10	1	5.55319	5	5	9	6	5	3	4.9	146	125	125	0.0366419	-	CGND-HRA-00224
chr9	35384314	35385723	UNC13B	0	+	10	1	14.5579	11	15	17	4	9	6	6.05	25	25	25	0.368016	NonUniformIntronCover	CGND-HRA-00224
chr19	17627940	17629239	UNC13A	0	-	10	1	11.9671	10	11	19	14	9	14.15	10.15	94	89	89	0.112932	-	CGND-HRA-00225
chr9	35384314	35385723	UNC13B	0	+	10	1	21.1515	14	22	25	27	22	22.35	22.9	15	15	14	0.58508	-	CGND-HRA-00225
chr19	17627940	17629239	UNC13A	0	-	10	1	16.2398	7	16	30	10	20	6.6	15.3	190	171	171	0.0787425	NonUniformIntronCover	CGND-HRA-00226
chr9	35384314	35385723	UNC13B	0	+	10	1	18.1194	14	18	23	22	15	21.7	14.15	18	18	18	0.501653	-	CGND-HRA-00226
chr19	17627940	17629239	UNC13A	0	-	10	0.874321	1.23598	1	1	2	2	1	2	1	12	11	11	0.0933801	-	CGND-HRA-00227
chr9	35384314	35385723	UNC13B	0	+	10	1	12.1034	10	12	14	17	11	18.1	9.25	43	43	43	0.219649	-	CGND-HRA-00227
chr19	17627940	17629239	UNC13A	0	-	10	0.58495	0.787234	0	1	2	0	0	1	0	4	3	3	0.12758	LowCover	CGND-HRA-00228
chr9	35384314	35385723	UNC13B	0	+	10	1	4.97504	3	5	6	5	3	6.3	3	13	13	13	0.276775	-	CGND-HRA-00228
chr19	17627940	17629239	UNC13A	0	-	10	0.494182	0.485493	0	0	1	0	2	0	1.1	13	10	10	0.0366218	-	CGND-HRA-00229
chr9	35384314	35385723	UNC13B	0	+	10	1	11.9358	9	12	14	12	7	13.65	8	17	17	17	0.412493	NonUniformIntronCover	CGND-HRA-00229
chr19	17627940	17629239	UNC13A	0	-	10	0.92242	2	1	2	3	0	2	0.35	2	11	10	10	0.153846	-	CGND-HRA-00230
chr9	35384314	35385723	UNC13B	0	+	10	1	13.1426	11	13	15	11	14	9.65	11	42	42	42	0.238338	-	CGND-HRA-00230
chr19	17627940	17629239	UNC13A	0	-	10	0.99069	2.38491	1	2	3	3	2	3	3	21	18	18	0.101985	-	CGND-HRA-00231
chr9	35384314	35385723	UNC13B	0	+	10	1	14.1569	11	14	17	25	15	26.4	13.05	46	46	46	0.235332	NonUniformIntronCover	CGND-HRA-00231
chr19	17627940	17629239	UNC13A	0	-	10	0.86346	1.26112	1	1	2	4	1	2	1	14	12	12	0.0826362	NonUniformIntronCover	CGND-HRA-00232
chr9	35384314	35385723	UNC13B	0	+	10	1	9.65597	8	10	12	9	9	10.85	9	15	15	15	0.391628	-	CGND-HRA-00232
chr19	17627940	17629239	UNC13A	0	-	10	0.95578	2.66151	2	3	4	1	4	2	3	12	12	12	0.18153	-	CGND-HRA-00233
chr9	35384314	35385723	UNC13B	0	+	10	1	13.1373	11	13	16	12	11	16.95	11.1	28	28	28	0.319352	-	CGND-HRA-00233
chr19	17627940	17629239	UNC13A	0	-	10	0.689682	0.972921	0	1	2	0	0	0	0	7	7	7	0.0896893	LowCover	CGND-HRA-00234
